line_name,electric_grid_name,line_type,node_1_name,node_2_name,is_phase_1_connected,is_phase_2_connected,is_phase_3_connected,length
branchout_line_8_1,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x50,202,203,1,0,0,0.011
line_8_2,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x150,202,204,1,0,0,0.025
branchout_line_8_2,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NYY 4x35,204,205,1,0,0,0.011
line_8_3,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x150,204,206,1,0,0,0.025
branchout_line_8_3,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NYY 4x35,206,207,1,0,0,0.011
line_8_4,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x150,206,208,1,0,0,0.025
branchout_line_8_4,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x50,208,209,1,0,0,0.011
line_8_5,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x150,208,210,1,0,0,0.025
branchout_line_8_5,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x50,210,211,1,0,0,0.011
line_8_6,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x150,210,212,1,0,0,0.025
branchout_line_8_6,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NYY 4x35,212,213,1,0,0,0.011
line_8_7,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x150,212,214,1,0,0,0.025
branchout_line_8_7,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NYY 4x35,214,215,1,0,0,0.011
line_8_8,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x150,214,216,1,0,0,0.025
branchout_line_8_8,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NYY 4x35,216,217,1,0,0,0.011
line_8_9,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x150,216,218,1,0,0,0.025
branchout_line_8_9,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x50,218,219,1,0,0,0.011
line_8_10,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x150,218,220,1,0,0,0.025
branchout_line_8_10,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NYY 4x35,220,221,1,0,0,0.011
line_9_1,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x150,1,222,1,0,0,0.011
branchout_line_9_1,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x50,222,223,1,0,0,0.011
line_9_2,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x150,222,224,1,0,0,0.011
branchout_line_9_2,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x50,224,225,1,0,0,0.011
line_9_3,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x150,224,226,1,0,0,0.011
branchout_line_9_3,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x50,226,227,1,0,0,0.011
line_9_4,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x150,226,228,1,0,0,0.011
branchout_line_9_4,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NYY 4x35,228,229,1,0,0,0.011
line_9_5,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x150,228,230,1,0,0,0.011
branchout_line_9_5,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NYY 4x35,230,231,1,0,0,0.011
line_9_6,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x150,230,232,1,0,0,0.011
branchout_line_9_6,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x50,232,233,1,0,0,0.011
line_9_7,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x150,232,234,1,0,0,0.011
branchout_line_9_7,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NYY 4x35,234,235,1,0,0,0.011
line_9_8,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x150,234,236,1,0,0,0.011
branchout_line_9_8,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x50,236,237,1,0,0,0.011
line_9_9,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x150,236,238,1,0,0,0.011
branchout_line_9_9,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x50,238,239,1,0,0,0.011
line_9_10,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x150,238,240,1,0,0,0.011
branchout_line_9_10,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NYY 4x35,240,241,1,0,0,0.011
line_9_11,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x150,240,242,1,0,0,0.011
branchout_line_9_11,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NYY 4x35,242,243,1,0,0,0.011
line_9_12,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x150,242,244,1,0,0,0.011
branchout_line_9_12,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x50,244,245,1,0,0,0.011
line_9_13,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x150,244,246,1,0,0,0.011
branchout_line_9_13,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NYY 4x35,246,247,1,0,0,0.011
line_9_14,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x150,246,248,1,0,0,0.011
branchout_line_9_14,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NYY 4x35,248,249,1,0,0,0.011
line_9_15,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x150,248,250,1,0,0,0.011
branchout_line_9_15,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NYY 4x35,250,251,1,0,0,0.011
line_9_16,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x150,250,252,1,0,0,0.011
branchout_line_9_16,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NYY 4x35,252,253,1,0,0,0.011
line_9_17,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x150,252,254,1,0,0,0.011
branchout_line_9_17,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x50,254,255,1,0,0,0.011
line_9_18,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x150,254,256,1,0,0,0.011
branchout_line_9_18,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x50,256,257,1,0,0,0.011
line_9_19,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x150,256,258,1,0,0,0.011
branchout_line_9_19,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x50,258,259,1,0,0,0.011
line_9_20,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x150,258,260,1,0,0,0.011
branchout_line_9_20,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x50,260,261,1,0,0,0.011
line_9_21,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x150,260,262,1,0,0,0.011
branchout_line_9_21,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x50,262,263,1,0,0,0.011
line_9_22,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x150,262,264,1,0,0,0.011
branchout_line_9_22,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NYY 4x35,264,265,1,0,0,0.011
line_9_23,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x150,264,266,1,0,0,0.011
branchout_line_9_23,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x50,266,267,1,0,0,0.011
line_9_24,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x150,266,268,1,0,0,0.011
branchout_line_9_24,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NYY 4x35,268,269,1,0,0,0.011
line_9_25,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x150,268,270,1,0,0,0.011
branchout_line_9_25,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NYY 4x35,270,271,1,0,0,0.011
line_9_26,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x150,270,272,1,0,0,0.011
branchout_line_9_26,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NYY 4x35,272,273,1,0,0,0.011
line_9_27,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x150,272,274,1,0,0,0.011
branchout_line_9_27,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NYY 4x35,274,275,1,0,0,0.011
line_9_28,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x150,274,276,1,0,0,0.011
branchout_line_9_28,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NYY 4x35,276,277,1,0,0,0.011
line_9_29,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x150,276,278,1,0,0,0.011
branchout_line_9_29,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x50,278,279,1,0,0,0.011
line_9_30,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x150,278,280,1,0,0,0.011
branchout_line_9_30,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x50,280,281,1,0,0,0.011
line_9_31,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x150,280,282,1,0,0,0.011
branchout_line_9_31,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x50,282,283,1,0,0,0.011
line_9_32,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x150,282,284,1,0,0,0.011
branchout_line_9_32,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NYY 4x35,284,285,1,0,0,0.011
line_10_1,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x150,1,286,1,0,0,0.06
branchout_line_10_1,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x50,286,287,1,0,0,0.011
line_10_2,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x150,286,288,1,0,0,0.06
branchout_line_10_2,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NYY 4x35,288,289,1,0,0,0.011
line_10_3,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x150,288,290,1,0,0,0.06
branchout_line_10_3,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NYY 4x35,290,291,1,0,0,0.011
line_10_4,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x150,290,292,1,0,0,0.06
branchout_line_10_4,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NYY 4x35,292,293,1,0,0,0.011
