node_name,electric_grid_name,is_phase_0_connected,is_phase_1_connected,is_phase_2_connected,is_phase_3_connected,voltage,latitude,longitude,node_annotation
382,hougang_405node,0,1,1,1,22000.0,1.3785,103.901,residential
383,hougang_405node,0,1,1,1,22000.0,1.3792,103.9039,residential
384,hougang_405node,0,1,1,1,22000.0,1.3802,103.8888,residential
385,hougang_405node,0,1,1,1,22000.0,1.3789,103.8901,residential
386,hougang_405node,0,1,1,1,22000.0,1.3791,103.895,residential
387,hougang_405node,0,1,1,1,22000.0,1.379,103.896,residential
388,hougang_405node,0,1,1,1,22000.0,1.3758,103.903,residential
389,hougang_405node,0,1,1,1,22000.0,1.376,103.9011,residential
390,hougang_405node,0,1,1,1,22000.0,1.3789,103.902,residential
391,hougang_405node,0,1,1,1,22000.0,1.3781,103.9039,residential
392,hougang_405node,0,1,1,1,22000.0,1.3771,103.9039,residential
393,hougang_405node,0,1,1,1,22000.0,1.381,103.8887,residential
394,hougang_405node,0,1,1,1,22000.0,1.3422,103.8847,industrial
395,hougang_405node,0,1,1,1,22000.0,1.3443,103.8866,industrial
396,hougang_405node,0,1,1,1,22000.0,1.3458,103.8835,mixed_commercial_residential
397,hougang_405node,0,1,1,1,22000.0,1.3436,103.8835,residential
398,hougang_405node,0,1,1,1,22000.0,1.3436,103.8852,industrial
399,hougang_405node,0,1,1,1,22000.0,1.3443,103.8856,industrial
400,hougang_405node,0,1,1,1,22000.0,1.3427,103.885,industrial
401,hougang_405node,0,1,1,1,22000.0,1.3426,103.8859,industrial
402,hougang_405node,0,1,1,1,22000.0,1.3417,103.8855,industrial
403,hougang_405node,0,1,1,1,22000.0,1.3435,103.8863,industrial
404,hougang_405node,0,1,1,1,22000.0,1.3472,103.8825,residential
405,hougang_405node,0,1,1,1,22000.0,1.3694,103.8974,residential
