der_type,der_model_name,definition_type,definition_name,power_per_unit_minimum,power_per_unit_maximum,power_factor_minimum,power_factor_maximum,energy_storage_capacity_per_unit,charging_efficiency,self_discharge_rate,marginal_cost
fixed_load,One_full-time_and_one_part-time_working_person_fall_36_phase_0,schedule,One_full-time_and_one_part-time_working_person_fall_36_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_fall_37_phase_0,schedule,One_full-time_and_one_part-time_working_person_fall_37_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_fall_38_phase_0,schedule,One_full-time_and_one_part-time_working_person_fall_38_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_fall_39_phase_0,schedule,One_full-time_and_one_part-time_working_person_fall_39_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_fall_40_phase_0,schedule,One_full-time_and_one_part-time_working_person_fall_40_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_fall_41_phase_0,schedule,One_full-time_and_one_part-time_working_person_fall_41_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_fall_42_phase_0,schedule,One_full-time_and_one_part-time_working_person_fall_42_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_fall_43_phase_0,schedule,One_full-time_and_one_part-time_working_person_fall_43_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_fall_44_phase_0,schedule,One_full-time_and_one_part-time_working_person_fall_44_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_fall_45_phase_0,schedule,One_full-time_and_one_part-time_working_person_fall_45_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_fall_46_phase_0,schedule,One_full-time_and_one_part-time_working_person_fall_46_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_fall_47_phase_0,schedule,One_full-time_and_one_part-time_working_person_fall_47_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_winter_01_phase_0,schedule,One_full-time_and_one_part-time_working_person_winter_01_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_winter_02_phase_0,schedule,One_full-time_and_one_part-time_working_person_winter_02_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_winter_03_phase_0,schedule,One_full-time_and_one_part-time_working_person_winter_03_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_winter_04_phase_0,schedule,One_full-time_and_one_part-time_working_person_winter_04_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_winter_05_phase_0,schedule,One_full-time_and_one_part-time_working_person_winter_05_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_winter_06_phase_0,schedule,One_full-time_and_one_part-time_working_person_winter_06_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_winter_07_phase_0,schedule,One_full-time_and_one_part-time_working_person_winter_07_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_winter_48_phase_0,schedule,One_full-time_and_one_part-time_working_person_winter_48_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_winter_49_phase_0,schedule,One_full-time_and_one_part-time_working_person_winter_49_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_winter_50_phase_0,schedule,One_full-time_and_one_part-time_working_person_winter_50_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_winter_51_phase_0,schedule,One_full-time_and_one_part-time_working_person_winter_51_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_one_child_spring_08_phase_0,schedule,Two_full-time_working_persons_one_child_spring_08_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_one_child_spring_09_phase_0,schedule,Two_full-time_working_persons_one_child_spring_09_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_one_child_spring_10_phase_0,schedule,Two_full-time_working_persons_one_child_spring_10_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_one_child_spring_11_phase_0,schedule,Two_full-time_working_persons_one_child_spring_11_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_one_child_spring_12_phase_0,schedule,Two_full-time_working_persons_one_child_spring_12_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_one_child_spring_13_phase_0,schedule,Two_full-time_working_persons_one_child_spring_13_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_one_child_spring_14_phase_0,schedule,Two_full-time_working_persons_one_child_spring_14_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_one_child_spring_15_phase_0,schedule,Two_full-time_working_persons_one_child_spring_15_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_one_child_spring_16_phase_0,schedule,Two_full-time_working_persons_one_child_spring_16_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_one_child_spring_17_phase_0,schedule,Two_full-time_working_persons_one_child_spring_17_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_one_child_spring_18_phase_0,schedule,Two_full-time_working_persons_one_child_spring_18_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_one_child_spring_19_phase_0,schedule,Two_full-time_working_persons_one_child_spring_19_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_one_child_spring_20_phase_0,schedule,Two_full-time_working_persons_one_child_spring_20_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_one_child_spring_21_phase_0,schedule,Two_full-time_working_persons_one_child_spring_21_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_one_child_summer_22_phase_0,schedule,Two_full-time_working_persons_one_child_summer_22_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_one_child_summer_23_phase_0,schedule,Two_full-time_working_persons_one_child_summer_23_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_one_child_summer_24_phase_0,schedule,Two_full-time_working_persons_one_child_summer_24_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_one_child_summer_25_phase_0,schedule,Two_full-time_working_persons_one_child_summer_25_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_one_child_summer_26_phase_0,schedule,Two_full-time_working_persons_one_child_summer_26_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_one_child_summer_27_phase_0,schedule,Two_full-time_working_persons_one_child_summer_27_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_one_child_summer_28_phase_0,schedule,Two_full-time_working_persons_one_child_summer_28_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_one_child_summer_29_phase_0,schedule,Two_full-time_working_persons_one_child_summer_29_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_one_child_summer_30_phase_0,schedule,Two_full-time_working_persons_one_child_summer_30_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_one_child_summer_31_phase_0,schedule,Two_full-time_working_persons_one_child_summer_31_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_one_child_summer_32_phase_0,schedule,Two_full-time_working_persons_one_child_summer_32_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_one_child_summer_33_phase_0,schedule,Two_full-time_working_persons_one_child_summer_33_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_one_child_summer_34_phase_0,schedule,Two_full-time_working_persons_one_child_summer_34_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_one_child_fall_35_phase_0,schedule,Two_full-time_working_persons_one_child_fall_35_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_one_child_fall_36_phase_0,schedule,Two_full-time_working_persons_one_child_fall_36_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_one_child_fall_37_phase_0,schedule,Two_full-time_working_persons_one_child_fall_37_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_one_child_fall_38_phase_0,schedule,Two_full-time_working_persons_one_child_fall_38_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_one_child_fall_39_phase_0,schedule,Two_full-time_working_persons_one_child_fall_39_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_one_child_fall_40_phase_0,schedule,Two_full-time_working_persons_one_child_fall_40_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_one_child_fall_41_phase_0,schedule,Two_full-time_working_persons_one_child_fall_41_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_one_child_fall_42_phase_0,schedule,Two_full-time_working_persons_one_child_fall_42_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_one_child_fall_43_phase_0,schedule,Two_full-time_working_persons_one_child_fall_43_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_one_child_fall_44_phase_0,schedule,Two_full-time_working_persons_one_child_fall_44_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_one_child_fall_45_phase_0,schedule,Two_full-time_working_persons_one_child_fall_45_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_one_child_fall_46_phase_0,schedule,Two_full-time_working_persons_one_child_fall_46_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_one_child_fall_47_phase_0,schedule,Two_full-time_working_persons_one_child_fall_47_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_one_child_winter_01_phase_0,schedule,Two_full-time_working_persons_one_child_winter_01_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_one_child_winter_02_phase_0,schedule,Two_full-time_working_persons_one_child_winter_02_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_one_child_winter_03_phase_0,schedule,Two_full-time_working_persons_one_child_winter_03_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_one_child_winter_04_phase_0,schedule,Two_full-time_working_persons_one_child_winter_04_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_one_child_winter_05_phase_0,schedule,Two_full-time_working_persons_one_child_winter_05_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_one_child_winter_06_phase_0,schedule,Two_full-time_working_persons_one_child_winter_06_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_one_child_winter_07_phase_0,schedule,Two_full-time_working_persons_one_child_winter_07_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_one_child_winter_48_phase_0,schedule,Two_full-time_working_persons_one_child_winter_48_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_one_child_winter_49_phase_0,schedule,Two_full-time_working_persons_one_child_winter_49_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_one_child_winter_50_phase_0,schedule,Two_full-time_working_persons_one_child_winter_50_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_one_child_winter_51_phase_0,schedule,Two_full-time_working_persons_one_child_winter_51_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_one_child_spring_08_phase_0,schedule,One_full-time_and_one_part-time_working_person_one_child_spring_08_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_one_child_spring_09_phase_0,schedule,One_full-time_and_one_part-time_working_person_one_child_spring_09_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_one_child_spring_10_phase_0,schedule,One_full-time_and_one_part-time_working_person_one_child_spring_10_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_one_child_spring_11_phase_0,schedule,One_full-time_and_one_part-time_working_person_one_child_spring_11_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_one_child_spring_12_phase_0,schedule,One_full-time_and_one_part-time_working_person_one_child_spring_12_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_one_child_spring_13_phase_0,schedule,One_full-time_and_one_part-time_working_person_one_child_spring_13_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_one_child_spring_14_phase_0,schedule,One_full-time_and_one_part-time_working_person_one_child_spring_14_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_one_child_spring_15_phase_0,schedule,One_full-time_and_one_part-time_working_person_one_child_spring_15_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_one_child_spring_16_phase_0,schedule,One_full-time_and_one_part-time_working_person_one_child_spring_16_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_one_child_spring_17_phase_0,schedule,One_full-time_and_one_part-time_working_person_one_child_spring_17_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_one_child_spring_18_phase_0,schedule,One_full-time_and_one_part-time_working_person_one_child_spring_18_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_one_child_spring_19_phase_0,schedule,One_full-time_and_one_part-time_working_person_one_child_spring_19_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_one_child_spring_20_phase_0,schedule,One_full-time_and_one_part-time_working_person_one_child_spring_20_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_one_child_spring_21_phase_0,schedule,One_full-time_and_one_part-time_working_person_one_child_spring_21_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_one_child_summer_22_phase_0,schedule,One_full-time_and_one_part-time_working_person_one_child_summer_22_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_one_child_summer_23_phase_0,schedule,One_full-time_and_one_part-time_working_person_one_child_summer_23_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_one_child_summer_24_phase_0,schedule,One_full-time_and_one_part-time_working_person_one_child_summer_24_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_one_child_summer_25_phase_0,schedule,One_full-time_and_one_part-time_working_person_one_child_summer_25_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_one_child_summer_26_phase_0,schedule,One_full-time_and_one_part-time_working_person_one_child_summer_26_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_one_child_summer_27_phase_0,schedule,One_full-time_and_one_part-time_working_person_one_child_summer_27_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_one_child_summer_28_phase_0,schedule,One_full-time_and_one_part-time_working_person_one_child_summer_28_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_one_child_summer_29_phase_0,schedule,One_full-time_and_one_part-time_working_person_one_child_summer_29_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_one_child_summer_30_phase_0,schedule,One_full-time_and_one_part-time_working_person_one_child_summer_30_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_one_child_summer_31_phase_0,schedule,One_full-time_and_one_part-time_working_person_one_child_summer_31_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_one_child_summer_32_phase_0,schedule,One_full-time_and_one_part-time_working_person_one_child_summer_32_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_one_child_summer_33_phase_0,schedule,One_full-time_and_one_part-time_working_person_one_child_summer_33_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_one_child_summer_34_phase_0,schedule,One_full-time_and_one_part-time_working_person_one_child_summer_34_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_one_child_fall_35_phase_0,schedule,One_full-time_and_one_part-time_working_person_one_child_fall_35_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_one_child_fall_36_phase_0,schedule,One_full-time_and_one_part-time_working_person_one_child_fall_36_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_one_child_fall_37_phase_0,schedule,One_full-time_and_one_part-time_working_person_one_child_fall_37_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_one_child_fall_38_phase_0,schedule,One_full-time_and_one_part-time_working_person_one_child_fall_38_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_one_child_fall_39_phase_0,schedule,One_full-time_and_one_part-time_working_person_one_child_fall_39_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_one_child_fall_40_phase_0,schedule,One_full-time_and_one_part-time_working_person_one_child_fall_40_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_one_child_fall_41_phase_0,schedule,One_full-time_and_one_part-time_working_person_one_child_fall_41_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_one_child_fall_42_phase_0,schedule,One_full-time_and_one_part-time_working_person_one_child_fall_42_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_one_child_fall_43_phase_0,schedule,One_full-time_and_one_part-time_working_person_one_child_fall_43_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_one_child_fall_44_phase_0,schedule,One_full-time_and_one_part-time_working_person_one_child_fall_44_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_one_child_fall_45_phase_0,schedule,One_full-time_and_one_part-time_working_person_one_child_fall_45_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_one_child_fall_46_phase_0,schedule,One_full-time_and_one_part-time_working_person_one_child_fall_46_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_one_child_fall_47_phase_0,schedule,One_full-time_and_one_part-time_working_person_one_child_fall_47_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_one_child_winter_01_phase_0,schedule,One_full-time_and_one_part-time_working_person_one_child_winter_01_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_one_child_winter_02_phase_0,schedule,One_full-time_and_one_part-time_working_person_one_child_winter_02_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_one_child_winter_03_phase_0,schedule,One_full-time_and_one_part-time_working_person_one_child_winter_03_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_one_child_winter_04_phase_0,schedule,One_full-time_and_one_part-time_working_person_one_child_winter_04_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_one_child_winter_05_phase_0,schedule,One_full-time_and_one_part-time_working_person_one_child_winter_05_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_one_child_winter_06_phase_0,schedule,One_full-time_and_one_part-time_working_person_one_child_winter_06_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_one_child_winter_07_phase_0,schedule,One_full-time_and_one_part-time_working_person_one_child_winter_07_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_one_child_winter_48_phase_0,schedule,One_full-time_and_one_part-time_working_person_one_child_winter_48_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_one_child_winter_49_phase_0,schedule,One_full-time_and_one_part-time_working_person_one_child_winter_49_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_one_child_winter_50_phase_0,schedule,One_full-time_and_one_part-time_working_person_one_child_winter_50_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_one_child_winter_51_phase_0,schedule,One_full-time_and_one_part-time_working_person_one_child_winter_51_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_two_children_spring_08_phase_0,schedule,Two_full-time_working_persons_two_children_spring_08_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_two_children_spring_09_phase_0,schedule,Two_full-time_working_persons_two_children_spring_09_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_two_children_spring_10_phase_0,schedule,Two_full-time_working_persons_two_children_spring_10_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_two_children_spring_11_phase_0,schedule,Two_full-time_working_persons_two_children_spring_11_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_two_children_spring_12_phase_0,schedule,Two_full-time_working_persons_two_children_spring_12_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_two_children_spring_13_phase_0,schedule,Two_full-time_working_persons_two_children_spring_13_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_two_children_spring_14_phase_0,schedule,Two_full-time_working_persons_two_children_spring_14_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_two_children_spring_15_phase_0,schedule,Two_full-time_working_persons_two_children_spring_15_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_two_children_spring_16_phase_0,schedule,Two_full-time_working_persons_two_children_spring_16_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_two_children_spring_17_phase_0,schedule,Two_full-time_working_persons_two_children_spring_17_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_two_children_spring_18_phase_0,schedule,Two_full-time_working_persons_two_children_spring_18_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_two_children_spring_19_phase_0,schedule,Two_full-time_working_persons_two_children_spring_19_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_two_children_spring_20_phase_0,schedule,Two_full-time_working_persons_two_children_spring_20_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_two_children_spring_21_phase_0,schedule,Two_full-time_working_persons_two_children_spring_21_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_two_children_summer_22_phase_0,schedule,Two_full-time_working_persons_two_children_summer_22_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_two_children_summer_23_phase_0,schedule,Two_full-time_working_persons_two_children_summer_23_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_two_children_summer_24_phase_0,schedule,Two_full-time_working_persons_two_children_summer_24_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_two_children_summer_25_phase_0,schedule,Two_full-time_working_persons_two_children_summer_25_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_two_children_summer_26_phase_0,schedule,Two_full-time_working_persons_two_children_summer_26_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_two_children_summer_27_phase_0,schedule,Two_full-time_working_persons_two_children_summer_27_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_two_children_summer_28_phase_0,schedule,Two_full-time_working_persons_two_children_summer_28_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_two_children_summer_29_phase_0,schedule,Two_full-time_working_persons_two_children_summer_29_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_two_children_summer_30_phase_0,schedule,Two_full-time_working_persons_two_children_summer_30_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_two_children_summer_31_phase_0,schedule,Two_full-time_working_persons_two_children_summer_31_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_two_children_summer_32_phase_0,schedule,Two_full-time_working_persons_two_children_summer_32_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_two_children_summer_33_phase_0,schedule,Two_full-time_working_persons_two_children_summer_33_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_two_children_summer_34_phase_0,schedule,Two_full-time_working_persons_two_children_summer_34_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_two_children_fall_35_phase_0,schedule,Two_full-time_working_persons_two_children_fall_35_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_two_children_fall_36_phase_0,schedule,Two_full-time_working_persons_two_children_fall_36_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_two_children_fall_37_phase_0,schedule,Two_full-time_working_persons_two_children_fall_37_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_two_children_fall_38_phase_0,schedule,Two_full-time_working_persons_two_children_fall_38_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_two_children_fall_39_phase_0,schedule,Two_full-time_working_persons_two_children_fall_39_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_two_children_fall_40_phase_0,schedule,Two_full-time_working_persons_two_children_fall_40_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_two_children_fall_41_phase_0,schedule,Two_full-time_working_persons_two_children_fall_41_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_two_children_fall_42_phase_0,schedule,Two_full-time_working_persons_two_children_fall_42_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_two_children_fall_43_phase_0,schedule,Two_full-time_working_persons_two_children_fall_43_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_two_children_fall_44_phase_0,schedule,Two_full-time_working_persons_two_children_fall_44_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_two_children_fall_45_phase_0,schedule,Two_full-time_working_persons_two_children_fall_45_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_two_children_fall_46_phase_0,schedule,Two_full-time_working_persons_two_children_fall_46_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_two_children_fall_47_phase_0,schedule,Two_full-time_working_persons_two_children_fall_47_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_two_children_winter_01_phase_0,schedule,Two_full-time_working_persons_two_children_winter_01_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_two_children_winter_02_phase_0,schedule,Two_full-time_working_persons_two_children_winter_02_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_two_children_winter_03_phase_0,schedule,Two_full-time_working_persons_two_children_winter_03_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_two_children_winter_04_phase_0,schedule,Two_full-time_working_persons_two_children_winter_04_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_two_children_winter_05_phase_0,schedule,Two_full-time_working_persons_two_children_winter_05_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_two_children_winter_06_phase_0,schedule,Two_full-time_working_persons_two_children_winter_06_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_two_children_winter_07_phase_0,schedule,Two_full-time_working_persons_two_children_winter_07_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_two_children_winter_48_phase_0,schedule,Two_full-time_working_persons_two_children_winter_48_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_two_children_winter_49_phase_0,schedule,Two_full-time_working_persons_two_children_winter_49_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_two_children_winter_50_phase_0,schedule,Two_full-time_working_persons_two_children_winter_50_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_two_children_winter_51_phase_0,schedule,Two_full-time_working_persons_two_children_winter_51_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_two_children_spring_08_phase_0,schedule,One_full-time_and_one_part-time_working_person_two_children_spring_08_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_two_children_spring_09_phase_0,schedule,One_full-time_and_one_part-time_working_person_two_children_spring_09_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_two_children_spring_10_phase_0,schedule,One_full-time_and_one_part-time_working_person_two_children_spring_10_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_two_children_spring_11_phase_0,schedule,One_full-time_and_one_part-time_working_person_two_children_spring_11_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_two_children_spring_12_phase_0,schedule,One_full-time_and_one_part-time_working_person_two_children_spring_12_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_two_children_spring_13_phase_0,schedule,One_full-time_and_one_part-time_working_person_two_children_spring_13_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_two_children_spring_14_phase_0,schedule,One_full-time_and_one_part-time_working_person_two_children_spring_14_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_two_children_spring_15_phase_0,schedule,One_full-time_and_one_part-time_working_person_two_children_spring_15_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_two_children_spring_16_phase_0,schedule,One_full-time_and_one_part-time_working_person_two_children_spring_16_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_two_children_spring_17_phase_0,schedule,One_full-time_and_one_part-time_working_person_two_children_spring_17_phase_0,,,,,,,,
